CIK,risk_score,date
722830,2.38,2021-01-01
723125,2.38,2021-01-01
723188,0.84,2021-01-01
723254,1.1,2021-01-01
723458,0.37,2021-01-01
723531,2.38,2021-01-01
723533,0,2021-01-01
723603,0.73,2021-01-01
723612,2.38,2021-01-01
723646,0.73,2021-01-01
723906,0,2021-01-01
723916,0.06,2021-01-01
724004,1.8,2021-01-01
724606,0.37,2021-01-01
724742,0.06,2021-01-01
724910,0.06,2021-01-01
725363,1.8,2021-01-01
725876,0,2021-01-01
726513,0.95,2021-01-01
726514,0.37,2021-01-01
726517,0.37,2021-01-01
726601,1.8,2021-01-01
726603,0.37,2021-01-01
726728,2.38,2021-01-01
726854,2.38,2021-01-01
726958,2.38,2021-01-01
726990,0,2021-01-01
727207,2.38,2021-01-01
727273,0.73,2021-01-01
727346,0.73,2021-01-01
728249,0,2021-01-01
728303,0.37,2021-01-01
728331,0.37,2021-01-01
728387,0.73,2021-01-01
728535,2.38,2021-01-01
729153,0.06,2021-01-01
729237,0.37,2021-01-01
729580,0.73,2021-01-01
729922,0.95,2021-01-01
729986,2.38,2021-01-01
730000,0.37,2021-01-01
730255,2.38,2021-01-01
730263,0.84,2021-01-01
730272,2.38,2021-01-01
730464,2.38,2021-01-01
730708,0.84,2021-01-01
730716,0.37,2021-01-01
731012,1.8,2021-01-01
731653,0.73,2021-01-01
731766,2.38,2021-01-01
731802,2.38,2021-01-01
731805,0.37,2021-01-01
731939,0.95,2021-01-01
732026,0.73,2021-01-01
732412,0.37,2021-01-01
732712,3.69,2021-01-01
732717,2.38,2021-01-01
732834,2.38,2021-01-01
733099,1.1,2021-01-01
733269,2.38,2021-01-01
733590,0.84,2021-01-01
734620,1.1,2021-01-01
734820,0.06,2021-01-01
735016,0.37,2021-01-01
736012,1.8,2021-01-01
736260,0.37,2021-01-01
736314,0,2021-01-01
736772,1.8,2021-01-01
736822,0.95,2021-01-01
737207,0.73,2021-01-01
737210,0.37,2021-01-01
737468,0.84,2021-01-01
737561,0.37,2021-01-01
737758,2.38,2021-01-01
738214,0.73,2021-01-01
738347,1.1,2021-01-01
739421,0.73,2021-01-01
740260,2.38,2021-01-01
740663,2.38,2021-01-01
740664,0.73,2021-01-01
740694,0.37,2021-01-01
740728,0.06,2021-01-01
740761,0.37,2021-01-01
740971,0.73,2021-01-01
741516,1.8,2021-01-01
741558,0.06,2021-01-01
741815,0,2021-01-01
742126,1.1,2021-01-01
742275,0.37,2021-01-01
742278,0.84,2021-01-01
743238,2.38,2021-01-01
743316,2.38,2021-01-01
743367,0.73,2021-01-01
743669,0.95,2021-01-01
743988,2.38,2021-01-01
744187,1.8,2021-01-01
744218,2.38,2021-01-01
744452,0.73,2021-01-01
744825,0.73,2021-01-01
745308,2.38,2021-01-01
745732,0.84,2021-01-01
745981,0.37,2021-01-01
746210,0.73,2021-01-01
746253,0.37,2021-01-01
746514,0,2021-01-01
746515,2.38,2021-01-01
746598,1.1,2021-01-01
746631,0,2021-01-01
746834,0,2021-01-01
746838,2.38,2021-01-01
747345,0.37,2021-01-01
747540,0.06,2021-01-01
748015,0.95,2021-01-01
748213,0.37,2021-01-01
748268,2.38,2021-01-01
748270,0.37,2021-01-01
748592,0.73,2021-01-01
748691,0,2021-01-01
749037,0.37,2021-01-01
749098,1.1,2021-01-01
749148,0.06,2021-01-01
749251,2.38,2021-01-01
749647,0.73,2021-01-01
749660,0.73,2021-01-01
750004,2.38,2021-01-01
750199,0.37,2021-01-01
750556,0.95,2021-01-01
750561,0.37,2021-01-01
750574,0.73,2021-01-01
750577,0.84,2021-01-01
750686,0.84,2021-01-01
751364,2.38,2021-01-01
751365,0.73,2021-01-01
751652,0.95,2021-01-01
751978,1.8,2021-01-01
752431,0.37,2021-01-01
752642,0.84,2021-01-01
752714,2.38,2021-01-01
752789,0,2021-01-01
753308,2.38,2021-01-01
753568,0.37,2021-01-01
753772,0,2021-01-01
754495,0,2021-01-01
754673,0.37,2021-01-01
754811,0.73,2021-01-01
754813,0,2021-01-01
755001,0.84,2021-01-01
755113,0,2021-01-01
755230,3.09,2021-01-01
756620,1.1,2021-01-01
756862,0,2021-01-01
756894,1.1,2021-01-01
757011,0.95,2021-01-01
758938,0,2021-01-01
759433,0.06,2021-01-01
759828,0.06,2021-01-01
759866,0.06,2021-01-01
759944,2.38,2021-01-01
760326,0.37,2021-01-01
760498,1.8,2021-01-01
760730,0.06,2021-01-01
761238,0.06,2021-01-01
761648,0.84,2021-01-01
763293,0.37,2021-01-01
763532,0.73,2021-01-01
763563,0.73,2021-01-01
763744,2.38,2021-01-01
763901,2.38,2021-01-01
763907,0.73,2021-01-01
764038,2.38,2021-01-01
764065,2.38,2021-01-01
764180,2.38,2021-01-01
764195,2.38,2021-01-01
764401,2.38,2021-01-01
764478,2.38,2021-01-01
764579,0.37,2021-01-01
764622,2.38,2021-01-01
764811,0.37,2021-01-01
764858,0,2021-01-01
765207,0.73,2021-01-01
766011,1.36,2021-01-01
766421,2.38,2021-01-01
766701,1.8,2021-01-01
766704,2.38,2021-01-01
766792,0.06,2021-01-01
766829,2.38,2021-01-01
767405,0.73,2021-01-01
767884,0.95,2021-01-01
767920,0.95,2021-01-01
768251,0.95,2021-01-01
768411,1.8,2021-01-01
768835,2.38,2021-01-01
768899,0.84,2021-01-01
769218,1.1,2021-01-01
769397,2.38,2021-01-01
769520,2.38,2021-01-01
771266,1.8,2021-01-01
771497,2.38,2021-01-01
771614,0,2021-01-01
771856,0.73,2021-01-01
771992,1.1,2021-01-01
771999,0.73,2021-01-01
772406,2.38,2021-01-01
772572,0.37,2021-01-01
772897,0.37,2021-01-01
773141,0.84,2021-01-01
773840,2.38,2021-01-01
773910,0.37,2021-01-01
774415,0,2021-01-01
774569,0.73,2021-01-01
775158,2.38,2021-01-01
775215,1.8,2021-01-01
775368,2.38,2021-01-01
775688,0.06,2021-01-01
775995,0.37,2021-01-01
776008,0,2021-01-01
776867,2.38,2021-01-01
776901,2.38,2021-01-01
777504,1.1,2021-01-01
778164,1.8,2021-01-01
778734,0.37,2021-01-01
778946,2.38,2021-01-01
779152,0.84,2021-01-01
779336,0,2021-01-01
779544,0.73,2021-01-01
780053,0.37,2021-01-01
780118,0.06,2021-01-01
780571,2.38,2021-01-01
783280,2.38,2021-01-01
783324,2.38,2021-01-01
783325,2.38,2021-01-01
783412,0.06,2021-01-01
783603,0.37,2021-01-01
783739,0.37,2021-01-01
784199,2.38,2021-01-01
784681,0.37,2021-01-01
784977,2.38,2021-01-01
785161,2.38,2021-01-01
785557,0.73,2021-01-01
785786,2.38,2021-01-01
785787,0.37,2021-01-01
785956,1.8,2021-01-01
785968,0,2021-01-01
786035,0.06,2021-01-01
786368,0,2021-01-01
786998,0.37,2021-01-01
787250,2.38,2021-01-01
787251,0,2021-01-01
787253,0.06,2021-01-01
788043,0.37,2021-01-01
788329,1.8,2021-01-01
788611,0.73,2021-01-01
788784,2.38,2021-01-01
788920,0.73,2021-01-01
788965,0.73,2021-01-01
789019,2.38,2021-01-01
789073,0.95,2021-01-01
789132,0.37,2021-01-01
789205,0.37,2021-01-01
789356,0.37,2021-01-01
789460,2.38,2021-01-01
789570,2.38,2021-01-01
789606,0,2021-01-01
789847,0.37,2021-01-01
789868,0.37,2021-01-01
789933,2.38,2021-01-01
789944,0,2021-01-01
790051,2.38,2021-01-01
790359,0.84,2021-01-01
790500,0,2021-01-01
790526,0.84,2021-01-01
790703,2.38,2021-01-01
790816,0.84,2021-01-01
791450,0.37,2021-01-01
791519,0.95,2021-01-01
791718,0.06,2021-01-01
791770,0,2021-01-01
791907,0.37,2021-01-01
791908,2.38,2021-01-01
791958,0.06,2021-01-01
791963,0.84,2021-01-01
792130,0.37,2021-01-01
792468,0.06,2021-01-01
792641,0.37,2021-01-01
792966,0.84,2021-01-01
792977,2.38,2021-01-01
792985,0.37,2021-01-01
792987,2.38,2021-01-01
793040,0.06,2021-01-01
793044,0.37,2021-01-01
793074,0.84,2021-01-01
793171,0.06,2021-01-01
793279,0.37,2021-01-01
793524,0.73,2021-01-01
793547,0.37,2021-01-01
793628,0,2021-01-01
793733,2.38,2021-01-01
793952,2.38,2021-01-01
794105,1.1,2021-01-01
794154,0.06,2021-01-01
794170,0.84,2021-01-01
794172,1.8,2021-01-01
794323,2.38,2021-01-01
794367,2.38,2021-01-01
794447,0.06,2021-01-01
794458,0.06,2021-01-01
794619,2.38,2021-01-01
794685,0,2021-01-01
795266,2.38,2021-01-01
795403,2.38,2021-01-01
795551,0.37,2021-01-01
796343,2.38,2021-01-01
796505,1.8,2021-01-01
796534,0.73,2021-01-01
796764,0,2021-01-01
797468,3.69,2021-01-01
797721,2.38,2021-01-01
798081,0.73,2021-01-01
798287,2.38,2021-01-01
798354,2.38,2021-01-01
798359,2.38,2021-01-01
798528,0.73,2021-01-01
798783,1.8,2021-01-01
798941,0.84,2021-01-01
798949,0.84,2021-01-01
798985,0,2021-01-01
799088,0.37,2021-01-01
799165,0.73,2021-01-01
799167,1.8,2021-01-01
799195,0.06,2021-01-01
799231,0.37,2021-01-01
799233,1.8,2021-01-01
799288,2.38,2021-01-01
799292,0.84,2021-01-01
799729,0.37,2021-01-01
799850,1.8,2021-01-01
800166,1.1,2021-01-01
800240,2.38,2021-01-01
800457,0.73,2021-01-01
800458,0.37,2021-01-01
800459,0.95,2021-01-01
801337,2.38,2021-01-01
801351,0.37,2021-01-01
801529,0.06,2021-01-01
801898,0.95,2021-01-01
801961,0,2021-01-01
802356,0.37,2021-01-01
802481,0.84,2021-01-01
802681,2.38,2021-01-01
802724,0.37,2021-01-01
802967,0.37,2021-01-01
803164,0.73,2021-01-01
803352,0.95,2021-01-01
803578,0.06,2021-01-01
803647,0.37,2021-01-01
803649,2.38,2021-01-01
804116,1.1,2021-01-01
804123,0,2021-01-01
804212,0.37,2021-01-01
804269,0.84,2021-01-01
804328,3.69,2021-01-01
804753,2.38,2021-01-01
804887,0.06,2021-01-01
805022,0.95,2021-01-01
805267,0,2021-01-01
805305,0,2021-01-01
805928,2.38,2021-01-01
806172,0.73,2021-01-01
806279,0.73,2021-01-01
806517,0.73,2021-01-01
806628,1.1,2021-01-01
806968,1.1,2021-01-01
807707,1.8,2021-01-01
807863,2.38,2021-01-01
807882,2.38,2021-01-01
807884,0.37,2021-01-01
808047,0,2021-01-01
808326,0.73,2021-01-01
808362,1.8,2021-01-01
808439,0.06,2021-01-01
808450,2.38,2021-01-01
808461,2.38,2021-01-01
809012,0,2021-01-01
809103,0.37,2021-01-01
809173,0,2021-01-01
809248,2.38,2021-01-01
809559,0.06,2021-01-01
809708,0.06,2021-01-01
809844,0,2021-01-01
809933,0.37,2021-01-01
810136,1.8,2021-01-01
810332,2.38,2021-01-01
810829,0.37,2021-01-01
810943,1.36,2021-01-01
810958,0.73,2021-01-01
811156,2.38,2021-01-01
811212,0.73,2021-01-01
811240,2.38,2021-01-01
811532,2.38,2021-01-01
811589,2.38,2021-01-01
811596,2.38,2021-01-01
811641,0.73,2021-01-01
811808,1.8,2021-01-01
811809,1.1,2021-01-01
811830,2.38,2021-01-01
811922,0,2021-01-01
812011,2.38,2021-01-01
812074,2.38,2021-01-01
812090,0.06,2021-01-01
812128,1.8,2021-01-01
812191,0.37,2021-01-01
812348,0.84,2021-01-01
812701,0.95,2021-01-01
812703,0,2021-01-01
812796,2.38,2021-01-01
812801,0,2021-01-01
812900,0.95,2021-01-01
812906,0,2021-01-01
813298,0.73,2021-01-01
813562,0.37,2021-01-01
813565,0,2021-01-01
813621,0.37,2021-01-01
813623,0.06,2021-01-01
813634,0.37,2021-01-01
813672,2.38,2021-01-01
813762,2.38,2021-01-01
813828,2.38,2021-01-01
814052,1.1,2021-01-01
814055,0.37,2021-01-01
814083,0.06,2021-01-01
814250,0.37,2021-01-01
814361,0.95,2021-01-01
814453,3.69,2021-01-01
814547,2.38,2021-01-01
814549,2.38,2021-01-01
814585,2.38,2021-01-01
814586,0.73,2021-01-01
814675,0.06,2021-01-01
814676,0.06,2021-01-01
814830,0.06,2021-01-01
814853,0.06,2021-01-01
815093,0.37,2021-01-01
815094,2.38,2021-01-01
815097,2.38,2021-01-01
815185,0.06,2021-01-01
815508,0,2021-01-01
815556,0.84,2021-01-01
816086,0.37,2021-01-01
816159,0.37,2021-01-01
816284,0.95,2021-01-01
816754,0.06,2021-01-01
816761,2.38,2021-01-01
816956,0.84,2021-01-01
817129,0,2021-01-01
817135,0.37,2021-01-01
817366,0.37,2021-01-01
817473,0.37,2021-01-01
817720,2.38,2021-01-01
817979,0.95,2021-01-01
818033,2.38,2021-01-01
818479,2.38,2021-01-01
818633,0.37,2021-01-01
818686,2.38,2021-01-01
818850,0,2021-01-01
818851,0,2021-01-01
818972,0.06,2021-01-01
819050,0.73,2021-01-01
819220,0.37,2021-01-01
819793,2.38,2021-01-01
819926,2.38,2021-01-01
820027,2.38,2021-01-01
820081,0.95,2021-01-01
820313,2.38,2021-01-01
820318,2.38,2021-01-01
820736,0.37,2021-01-01
820738,0,2021-01-01
821002,2.38,2021-01-01
821026,2.38,2021-01-01
821113,0.37,2021-01-01
821127,2.38,2021-01-01
821130,2.38,2021-01-01
821189,2.38,2021-01-01
821483,2.38,2021-01-01
821995,0.37,2021-01-01
822370,0.73,2021-01-01
822411,0,2021-01-01
822416,2.38,2021-01-01
822662,0.37,2021-01-01
822663,1.8,2021-01-01
822708,0,2021-01-01
822794,0.06,2021-01-01
822818,2.38,2021-01-01
822935,0.06,2021-01-01
823094,0.95,2021-01-01
823277,0.73,2021-01-01
823546,0.06,2021-01-01
823768,2.38,2021-01-01
824142,1.8,2021-01-01
824410,0.84,2021-01-01
824468,0.06,2021-01-01
824719,0.37,2021-01-01
824740,0.37,2021-01-01
825202,0.06,2021-01-01
825313,2.38,2021-01-01
825324,0.73,2021-01-01
825345,0.06,2021-01-01
825410,0.95,2021-01-01
825411,0.37,2021-01-01
825517,0,2021-01-01
825542,2.38,2021-01-01
826020,0,2021-01-01
826074,0.06,2021-01-01
826154,0.73,2021-01-01
826326,0,2021-01-01
826675,2.38,2021-01-01
826683,0,2021-01-01
826735,0,2021-01-01
826773,0,2021-01-01
827052,2.38,2021-01-01
827054,0.84,2021-01-01
827187,2.38,2021-01-01
827230,0.37,2021-01-01
827773,0.06,2021-01-01
827809,1.1,2021-01-01
827871,2.38,2021-01-01
827876,1.8,2021-01-01
828119,0.37,2021-01-01
828146,1.36,2021-01-01
828678,0.37,2021-01-01
828750,0.95,2021-01-01
828878,0,2021-01-01
828916,2.38,2021-01-01
828944,2.38,2021-01-01
829224,3.69,2021-01-01
829281,0,2021-01-01
829323,0.73,2021-01-01
830122,0.73,2021-01-01
830160,0,2021-01-01
830257,0.37,2021-01-01
830271,0,2021-01-01
830487,0,2021-01-01
830524,1.8,2021-01-01
830622,1.1,2021-01-01
831001,0.84,2021-01-01
831246,0,2021-01-01
831259,2.38,2021-01-01
831547,2.38,2021-01-01
831641,0.84,2021-01-01
831655,0.06,2021-01-01
831967,0.95,2021-01-01
831968,0.37,2021-01-01
831984,0.06,2021-01-01
832090,0.73,2021-01-01
832101,2.38,2021-01-01
832327,0,2021-01-01
832342,0.37,2021-01-01
832428,2.38,2021-01-01
832488,0.37,2021-01-01
832489,0.73,2021-01-01
832988,2.38,2021-01-01
833021,0,2021-01-01
833040,0.06,2021-01-01
833079,2.38,2021-01-01
833251,0,2021-01-01
833444,2.38,2021-01-01
833640,2.38,2021-01-01
833795,0.37,2021-01-01
834285,0.73,2021-01-01
834365,1.8,2021-01-01
834408,0,2021-01-01
835011,2.38,2021-01-01
835012,0,2021-01-01
835324,1.8,2021-01-01
835333,0.06,2021-01-01
835403,1.1,2021-01-01
835887,2.38,2021-01-01
835948,0,2021-01-01
836106,0.95,2021-01-01
836147,0.73,2021-01-01
836157,2.38,2021-01-01
836412,0.06,2021-01-01
836690,0.73,2021-01-01
837173,1.1,2021-01-01
837465,2.38,2021-01-01
837600,0,2021-01-01
837852,2.38,2021-01-01
837951,0,2021-01-01
838131,0.06,2021-01-01
838875,1.36,2021-01-01
838879,0,2021-01-01
839122,0.06,2021-01-01
839470,0.73,2021-01-01
839533,0.06,2021-01-01
839923,1.1,2021-01-01
840216,0,2021-01-01
840254,0.06,2021-01-01
840264,0,2021-01-01
840489,2.38,2021-01-01
840715,0.73,2021-01-01
840883,0.37,2021-01-01
840889,0,2021-01-01
841071,0.06,2021-01-01
841545,0.06,2021-01-01
841776,0.06,2021-01-01
842023,2.38,2021-01-01
842162,2.38,2021-01-01
842180,1.1,2021-01-01
842183,2.38,2021-01-01
842517,0.73,2021-01-01
842518,0.73,2021-01-01
842633,2.38,2021-01-01
842691,0.37,2021-01-01
842717,0.73,2021-01-01
842905,0,2021-01-01
843006,0.73,2021-01-01
843081,0.37,2021-01-01
844008,0.06,2021-01-01
844059,1.8,2021-01-01
844150,1.1,2021-01-01
844172,0,2021-01-01
844551,1.1,2021-01-01
844790,0.06,2021-01-01
844856,0.06,2021-01-01
844965,2.38,2021-01-01
845289,0,2021-01-01
845379,0,2021-01-01
845606,0,2021-01-01
845611,0,2021-01-01
845877,0.84,2021-01-01
845880,0.06,2021-01-01
845982,1.1,2021-01-01
846475,1.8,2021-01-01
846596,0.06,2021-01-01
846617,0.84,2021-01-01
846671,0.06,2021-01-01
846676,0,2021-01-01
846901,0.84,2021-01-01
846903,0.37,2021-01-01
846913,0.73,2021-01-01
846931,0.37,2021-01-01
847411,0,2021-01-01
847935,0.37,2021-01-01
848579,0.37,2021-01-01
849145,0.73,2021-01-01
849146,0.73,2021-01-01
849213,0.37,2021-01-01
849240,0.37,2021-01-01
849395,1.1,2021-01-01
849399,2.38,2021-01-01
849502,0.37,2021-01-01
849547,0.95,2021-01-01
849869,0.84,2021-01-01
849895,0.06,2021-01-01
849998,0,2021-01-01
850027,0,2021-01-01
850033,0.06,2021-01-01
850083,0,2021-01-01
850141,2.38,2021-01-01
850209,2.38,2021-01-01
850218,0.06,2021-01-01
850261,2.38,2021-01-01
850429,2.38,2021-01-01
850460,1.8,2021-01-01
850579,0.37,2021-01-01
850660,0.37,2021-01-01
850693,0.95,2021-01-01
851169,0,2021-01-01
851170,0,2021-01-01
851205,1.8,2021-01-01
851310,2.38,2021-01-01
851368,0.37,2021-01-01
851520,2.38,2021-01-01
851616,0.06,2021-01-01
851968,0.84,2021-01-01
852564,0.37,2021-01-01
852618,0.37,2021-01-01
852772,2.38,2021-01-01
853180,0.06,2021-01-01
853273,0.37,2021-01-01
853697,0,2021-01-01
853770,0,2021-01-01
853816,2.38,2021-01-01
854164,0.06,2021-01-01
854395,0.37,2021-01-01
854398,0.37,2021-01-01
854399,0.37,2021-01-01
854460,0.37,2021-01-01
854560,0.84,2021-01-01
854665,0.37,2021-01-01
854701,0.37,2021-01-01
854775,1.8,2021-01-01
854800,1.8,2021-01-01
855424,0,2021-01-01
855574,0.37,2021-01-01
855612,2.38,2021-01-01
855654,2.38,2021-01-01
855658,2.38,2021-01-01
855667,0,2021-01-01
855683,0.73,2021-01-01
855886,0.06,2021-01-01
855887,0.06,2021-01-01
856128,0,2021-01-01
856218,0.06,2021-01-01
856982,0.84,2021-01-01
857005,2.38,2021-01-01
857073,0,2021-01-01
857361,0,2021-01-01
857471,0,2021-01-01
857489,1.1,2021-01-01
857737,0.73,2021-01-01
857855,2.38,2021-01-01
857949,0.06,2021-01-01
858339,2.38,2021-01-01
858346,0,2021-01-01
858446,1.1,2021-01-01
858470,2.38,2021-01-01
858655,0.84,2021-01-01
858706,0.06,2021-01-01
858707,0.06,2021-01-01
858800,0.73,2021-01-01
858803,0.95,2021-01-01
858877,3.69,2021-01-01
859070,0.84,2021-01-01
859163,0.95,2021-01-01
859222,0.37,2021-01-01
859368,0.37,2021-01-01
859598,2.38,2021-01-01
859737,2.38,2021-01-01
859796,0,2021-01-01
860188,0,2021-01-01
860413,2.38,2021-01-01
860489,0.06,2021-01-01
860546,0.84,2021-01-01
860730,2.38,2021-01-01
860731,1.8,2021-01-01
860748,2.38,2021-01-01
861050,0.37,2021-01-01
861361,0.95,2021-01-01
861459,2.38,2021-01-01
861838,2.38,2021-01-01
861842,0.84,2021-01-01
861878,3.69,2021-01-01
861884,2.38,2021-01-01
862022,0.73,2021-01-01
862480,0.37,2021-01-01
862510,0.37,2021-01-01
862692,0.73,2021-01-01
862716,0.06,2021-01-01
862831,0.84,2021-01-01
862861,0.73,2021-01-01
863015,0.37,2021-01-01
863064,1.1,2021-01-01
863110,0.73,2021-01-01
863157,0.95,2021-01-01
863436,2.38,2021-01-01
863821,0.37,2021-01-01
863894,2.38,2021-01-01
863900,0.06,2021-01-01
864240,0.73,2021-01-01
864264,0,2021-01-01
864328,0.37,2021-01-01
864415,0,2021-01-01
864509,0.37,2021-01-01
864559,0.37,2021-01-01
864683,0.37,2021-01-01
864749,2.38,2021-01-01
865058,0.73,2021-01-01
865415,0.37,2021-01-01
865436,0.95,2021-01-01
865477,1.1,2021-01-01
865752,2.38,2021-01-01
865754,0.37,2021-01-01
865911,0.37,2021-01-01
865941,1.1,2021-01-01
866028,0.06,2021-01-01
866095,0,2021-01-01
866121,0.95,2021-01-01
866273,2.38,2021-01-01
866291,0,2021-01-01
866368,2.38,2021-01-01
866374,3.69,2021-01-01
866706,2.38,2021-01-01
866729,2.38,2021-01-01
866787,2.38,2021-01-01
866829,2.38,2021-01-01
866830,0,2021-01-01
866873,0.95,2021-01-01
866939,0.06,2021-01-01
867374,0.37,2021-01-01
867773,2.38,2021-01-01
867840,1.36,2021-01-01
868263,0.37,2021-01-01
868271,0.73,2021-01-01
868278,0.73,2021-01-01
868578,0,2021-01-01
868611,0.95,2021-01-01
868671,0.84,2021-01-01
868675,1.1,2021-01-01
868725,0,2021-01-01
868780,2.38,2021-01-01
868857,2.38,2021-01-01
869187,0,2021-01-01
869405,0,2021-01-01
869487,0,2021-01-01
869614,0.06,2021-01-01
870211,0.06,2021-01-01
870227,0.06,2021-01-01
870385,1.8,2021-01-01
870753,0.37,2021-01-01
870780,0.06,2021-01-01
871763,2.38,2021-01-01
872064,0.06,2021-01-01
872248,0,2021-01-01
872448,0.37,2021-01-01
872589,2.38,2021-01-01
872835,0.37,2021-01-01
872912,0.73,2021-01-01
872947,0,2021-01-01
873044,0.37,2021-01-01
873303,2.38,2021-01-01
873860,2.38,2021-01-01
874015,2.38,2021-01-01
874016,0.95,2021-01-01
874214,0.95,2021-01-01
874238,2.38,2021-01-01
874396,0.84,2021-01-01
874499,2.38,2021-01-01
874501,2.38,2021-01-01
874506,0.06,2021-01-01
874716,2.38,2021-01-01
874734,0.37,2021-01-01
874761,2.38,2021-01-01
874766,2.38,2021-01-01
874866,2.38,2021-01-01
874977,2.38,2021-01-01
875043,0.06,2021-01-01
875045,2.38,2021-01-01
875159,1.1,2021-01-01
875320,2.38,2021-01-01
875355,0.73,2021-01-01
875357,2.38,2021-01-01
875582,0.73,2021-01-01
875657,0.73,2021-01-01
876032,0.37,2021-01-01
876167,2.38,2021-01-01
876343,3.05,2021-01-01
876367,0,2021-01-01
876378,0.73,2021-01-01
876427,0.84,2021-01-01
876437,2.38,2021-01-01
876523,0.73,2021-01-01
876717,0,2021-01-01
876779,0.06,2021-01-01
876883,0.73,2021-01-01
877212,2.38,2021-01-01
877355,0,2021-01-01
877365,1.1,2021-01-01
877422,2.38,2021-01-01
877463,0.06,2021-01-01
877799,0.06,2021-01-01
877860,0.84,2021-01-01
877890,2.38,2021-01-01
878088,0.37,2021-01-01
878198,1.1,2021-01-01
878200,0.06,2021-01-01
878201,0,2021-01-01
878242,0,2021-01-01
878436,0.37,2021-01-01
878518,0.06,2021-01-01
878520,0.37,2021-01-01
878522,0.37,2021-01-01
878526,2.38,2021-01-01
878560,0.95,2021-01-01
878736,0.37,2021-01-01
878774,0,2021-01-01
878828,0.73,2021-01-01
878927,0.84,2021-01-01
878929,0.06,2021-01-01
878932,0.73,2021-01-01
879101,2.38,2021-01-01
879169,2.38,2021-01-01
879215,0.37,2021-01-01
879361,0,2021-01-01
879407,2.38,2021-01-01
879526,2.38,2021-01-01
879535,0.06,2021-01-01
879585,2.38,2021-01-01
879635,0.73,2021-01-01
879682,0.73,2021-01-01
879684,0,2021-01-01
879764,1.1,2021-01-01
879796,0.37,2021-01-01
880115,0.37,2021-01-01
880117,1.8,2021-01-01
880177,0.37,2021-01-01
880266,2.38,2021-01-01
880285,0.95,2021-01-01
880406,0,2021-01-01
880432,0.73,2021-01-01
880446,0.37,2021-01-01
880460,0,2021-01-01
880562,0.37,2021-01-01
880631,2.38,2021-01-01
880771,0.37,2021-01-01
880804,0.37,2021-01-01
880807,2.38,2021-01-01
880845,0.06,2021-01-01
880892,0.06,2021-01-01
880943,0,2021-01-01
881695,0.37,2021-01-01
881787,0.73,2021-01-01
881790,0.37,2021-01-01
881890,0.37,2021-01-01
881924,0,2021-01-01
882071,0,2021-01-01
882095,3.69,2021-01-01
882104,2.38,2021-01-01
882150,0,2021-01-01
882152,0,2021-01-01
882153,0,2021-01-01
882154,0.37,2021-01-01
882184,0.84,2021-01-01
882291,0.73,2021-01-01
882300,0,2021-01-01
882361,0,2021-01-01
882378,0.37,2021-01-01
882508,0.73,2021-01-01
882796,3.69,2021-01-01
882835,2.38,2021-01-01
882859,0.37,2021-01-01
883237,2.38,2021-01-01
883241,2.38,2021-01-01
883265,0.06,2021-01-01
883293,0.37,2021-01-01
883369,0.06,2021-01-01
883412,0,2021-01-01
883522,0.06,2021-01-01
883569,2.38,2021-01-01
883618,0.06,2021-01-01
883945,0.73,2021-01-01
883948,2.38,2021-01-01
883975,0.73,2021-01-01
883980,0.95,2021-01-01
883984,2.38,2021-01-01
884121,0,2021-01-01
884144,0.73,2021-01-01
884152,0.06,2021-01-01
884216,0,2021-01-01
884219,2.38,2021-01-01
884247,1.36,2021-01-01
884269,1.8,2021-01-01
884382,0.37,2021-01-01
884394,1.1,2021-01-01
884461,0,2021-01-01
884614,2.38,2021-01-01
884624,2.38,2021-01-01
884713,2.38,2021-01-01
884731,0.95,2021-01-01
884847,0,2021-01-01
884887,2.38,2021-01-01
884905,0.95,2021-01-01
884909,0.37,2021-01-01
884940,2.38,2021-01-01
885125,0.06,2021-01-01
885245,0,2021-01-01
885275,0.73,2021-01-01
885306,0.37,2021-01-01
885307,0.06,2021-01-01
885322,0.37,2021-01-01
885462,0.73,2021-01-01
885508,0.73,2021-01-01
885550,0.84,2021-01-01
885590,3.69,2021-01-01
885601,0.06,2021-01-01
885639,2.38,2021-01-01
885672,0,2021-01-01
885725,2.38,2021-01-01
885731,0.06,2021-01-01
885732,0.06,2021-01-01
885733,0.06,2021-01-01
885734,0,2021-01-01
885740,1.1,2021-01-01
885978,2.38,2021-01-01
885988,0.37,2021-01-01
886043,0,2021-01-01
886125,0,2021-01-01
886128,2.38,2021-01-01
886136,0.73,2021-01-01
886137,0.37,2021-01-01
886163,2.38,2021-01-01
886206,2.38,2021-01-01
886235,0.37,2021-01-01
886346,1.8,2021-01-01
886744,2.38,2021-01-01
886977,1.1,2021-01-01
886982,0.84,2021-01-01
886986,1.1,2021-01-01
887150,0,2021-01-01
887153,1.1,2021-01-01
887225,1.1,2021-01-01
887226,0.73,2021-01-01
887343,2.38,2021-01-01
887356,0.06,2021-01-01
887359,2.38,2021-01-01
887394,0,2021-01-01
887396,0.73,2021-01-01
887497,0.37,2021-01-01
887546,0.06,2021-01-01
887590,0,2021-01-01
887596,2.38,2021-01-01
887701,0,2021-01-01
887730,2.38,2021-01-01
887733,2.38,2021-01-01
887905,2.38,2021-01-01
887919,0.73,2021-01-01
